,prompt,set,fold,target,mdl1.reply,mdl1.pred,mdl1.correct,mdl2.reply,mdl2.pred,mdl2.correct,mdl3.reply,mdl3.pred,mdl3.correct
228,"In my past I had a surprising relationship with my sister. When we were kids we fought a lot. She liked chocolate I liked strawberry, ice cream. I liked rock music, she liked jazz. We would argue a lot. We had different friend groups. That was that. This was about 10 years ago. We were both musicians growing up. I played rock music in a band and she was always practicing classical violin. We never paid much attention to each other due to this difference in stylistic taste. When she went to music school 2 months ago I knew she would broaden her musical tastes, and I supported her work. I was extremely surprised last week at her concert. Her jazz band played music that was very angular and dynamic the way that certain rock music is. I asked her about this. She said that she ended up with some members in her band that had rock music tastes like me. She was able to see that as something they had in common to make music about. I never expected her to make any music like that.",memories,test,False,True,True,False,False,False,True,True,True,False
229,"Ever since I've lived on my own, I've been a little wild.  Experimenting with drugs was probably the first of it, and it never really stopped.  I wouldn't say I've ever had a ""problem,"" but it has made me view the world, and the people surrounding me differently, less judgmentally - maybe sometimes more judgmentally.  Recently, I was invited to a ""dance party under the stars,"" where I went to a swimming hole to camp in a town that no longer has a police force.  I did what I always do in these situations - I took psychedelic drugs and went on an adventure in my mind. But this time it was different - this time, no one else was doing the same.  For the first time, this ""hobby"" of mine I used to make friends and relate to people, made me an outcast.  I was alone, I was terrified - I was hiding in my car ripping my inner self to shreds and rebuilding who I was.  For eight hours, I hated who I was, what I was doing, and I just wanted to disappear, I wanted everyone to forget I existed - while simultaneously knowing how much it would hurt when I was forgotten.  I spent that night alone. While everyone else was dancing under the stars, drinking, and sharing love, I was hiding so no one would know what I had done.  In retrospect, I do not think I would have been as harshly judged as I felt like I was in that moment, but I do believe no one would have wanted to spend that evening with me anyways.  I missed out on a good time because I tried to make it better with substances. We are a sum of our experiences, we must take the good with the bad.  All my mistakes have made me who I am and I have grown from my experiences.",memories,test,True,True,True,True,True,True,True,True,True,True
230,"Me and joe were neighbors and school mate. We studied together till 8th grade. After that we joined the same college. We spent weekends also together. Due to his fater's job transfer, he moved out. As a parting gift, he got a persian cat. It was chocolate brown cute pet. I just loved it. It was always with me. It would eagerly wait for my arrival at the door step. It will brush against me, if i neglect petting it.  It will keep its tail erect when there is an urge for it go out to poop. It was a well behaved pet. It was with me during my marriage. It was there when my child was born. When my son was 8 years, it died due to old age. We were all very badly traumatized by its departure. We missed it every moment of the day. We finally decided to get a new pet kitten.",memories,test,False,False,False,True,False,False,True,True,True,False
231,"Dear Diary,A couple months ago I started something crazy. I saw an ad for some detox tea on the tv and decided to order it. It took a couple days to get here and I was really worried that I was just wasting my time and money. Still my curiosity got the best of me and I decided to try it. It tasted awful, like seriously, the worst thing I have ever purposely drank. At first I really didn't see anything happening, other than excessive use of the bathroom. But after two or three days and around ten pound of bad stuff being removed from my body I began to believe it was actually working. It worked really well for like two weeks, and then it wasn't really doing anything anymore. This kind of disappointed me but I was determined to keep going, and keep getting my body healthier. So a month ago I started a different way, I started getting more sun, and eating more raw foods. I went on walks, and just tried to let my body detoxify as naturally as possible.  It helped a lot, After a week or so of that I began to lose weight and could feel myself becoming stronger. It has been a wild ride. From things I never thought about to becoming a crazy important part of my life. But I am happy that It has because I don't think i could be the person I am today without this journey.",memories,test,False,False,False,True,False,False,True,False,False,True
232,"5 months ago, I attended my sister's wedding. They had been dating for almost 10 years, and it was about time the two of them got married. We have always been very close to the groom's family, and both families were excited for the event. I was one of the groomsmen, and my girlfriend attended as well. I was a little nervous about the event but also very excited. It was a great time, and everything went well. The ceremony was beautiful, and the reception was very fun. She is my oldest sister of 2, and it was both parents' first child. The food was great, both dinner and cake. It was great to see so much of my extended family and to be able to chat with them. Dancing was fun, along with spending the whole night with my significant other. Everyone was drunk which made the event more exciting. There were about a dozen groomsmen, while there were only 5 bridesmaids. The group of guys was awesome to hang out with, as I wasn't really close with any of them. All in all, it was a great event and I'm glad I was able to experience it. The whole weekend flew by.",memories,test,True,False,False,False,False,False,False,True,True,True
233,"It was on a Sunday morning, I woke up  and went to the bathroom to have a bath, my wife was still in bed. I went to the kitchen to prepare our food as she already due to delivery. I was going to prepare friend rice and chicken. Not long after that, my wife came out of the room. She came directly to the kitchen. She gave me a kiss and said she was feeling pressed and needs to use the toilet, so off she goes. She got to the toilet and not long after that she shouted. i was terrified, i ran straight to the toilet. i guess what. She broke her bottle. I quick packed her stuff as we were already prepared. rushed her to the hospital. When we go there. We were attended to immediately as it was an emergency. She was takwn to the labor room. I was scared as hell as it was the birth of my first child. After 30 minutes or so, the doctor came out to congratulate me. It was a bouncing baby boy and he looks exactly like his mother. We predicted earlier that the baby would look like her. I just could believe what i saw.",memories,test,False,False,False,True,False,False,True,True,True,False
234,"So about two weeks ago I went to my best friend's house on my birthday,  a few of our other mutual friends were there and can you believe not one of them said happy birthday to me. I really just couldn't believe it, I'm always there for all of them on their birthdays even buying most of them gifts and they couldn't even remember or even shoot me a simple happy birthday, I was just truly crushed. I didn't stay for that long because I'm so annoyed so after about an hour I left, none of them ever remembering still! I started driving home, I drove around for a little while just really annoyed and kind of let down. I stopped and got a coffee and sat in the parking lot with my coffee alone, by the time I got home it was around 8 p.m.. I parked the car Got to the front step of my door  I started the fumble with my purse trying to find my keys. finally I found them and let myself in, first thing I noticed was It was kind of dark, I always leave a lamp on when I leave the house and this time it was off. All of a sudden Lights came on and everybody screamed surprised!!  there must have been about 30 people shove into my apartment, it was a surprise birthday party, and my best friend's didn't forget about my birthday. I was so surprised and so happy at the same time I hugged my girlfriends and made my way around the room to see who was there. it was such a good party, there were balloons and a cake and gifts, lots of gifts. they even had food and my favorite wine. it was a great night, we hung out and danced all night long. after all the guests left my best friend stayed and cleaned up the mess with me. I'm really glad that I never got mad but none of them remembered it was my birthday when I was at her apartment earlier in the day, I had no idea that they were planning all of this, she told me that they were planning it for the last month and I have no idea.  all in all it was a great birthday I could not have been happier. After that day I really learned to appreciate my friends more, no one has ever done anything like that for me. I guess I owe them on their birthdays!!",memories,test,False,False,False,True,False,False,True,False,False,True
235,"May 15th was my mum and dad's 35th anniversary. They've been married for the last 35 years. As always, they organized an event to celebrate this important occasion. Although they thought that this was any other normal anniversary, you can imagine they had already celebrated 34, this was different. The children had planned something special for their big guys. All the four children are now employed, and thus everyone thought of contributing something small. In the end, we thought o taking our parents to vacation in Paris. This has been a dream vacation for my dad and mum. As my parents cut a birthday cake, my elder sister presented the two tickets to my dad and mum. This is the moment I can never forget. My dad and mum cried of the surprise. As they embraced everyone, the shed tears of joy. This showed me that parents need are and affection, just like children. The celebration ended with everyone happy and teary. Can I really forget the moment? I cannot forget such a moment. It will remain with me forever.",memories,test,True,False,False,False,False,False,False,False,False,False
236,"I want to relocate my home place. Because i got better job in another state. It was very tough to relocate one state to another state. We have to change each and every small things to another place. Like we have to change our passport address, license address, and etc. But i have to change my location. Physically it was very hard to relocate with our things. and also financially it cost very much to our budget. But i can handle this situation very smart. at the end i was sell my home products and big things in my house to local mart. After i sell it i can get a enough and reasonable money. Then i relocate with small things. It was slightly easy than moving with lot of things. I can buy some new products in my new place. It could be less amount for transport charge.",memories,test,False,True,True,False,True,True,False,True,True,False
237,"I don't remember the exact date when this happened, but it was within the last couple weeks. For the past year I've been trying out various Buddhist practices - particularly a lot of different meditation techniques. Sitting meditation can cause a lot of pain to arise in the body for me, and instead of working through that like I should, I've started to do a lot of walking meditation instead. This of course leads to its own types of pain, but they're more manageable. Anyway, recently I had been doing my walking meditation as usual. I like to do an hour a day whenever I can since I work from home and can leave my computer for short times here and there. I usually break this down into 10-15 minute sessions just to make it easier to get the practice in without disturbing my work day too much. One late afternoon/early evening I was doing my walking and reached a very peaceful and tranquil state. My mind was significantly more quiet than it usually is, although there were still thoughts bubbling up here and there. I also realized at the time that the movement in my mind was starting to slow down. My mind was no longer jumping from one thought to another endlessly. This mental state continued for a few minutes as I continued to pace back and forth on my walking path and just observed it. After I finished that feeling of peace and tranquility lingered for a while before fading away. I've had some pretty strange and interesting experiences so far while exploring these different techniques. The stillness I felt during this particular session really stood out to me though.",memories,test,True,True,True,True,True,True,True,True,True,True
238,"One day, in the evening, I gone for a shopping in a Mall. There, I unexpectedly meet a girl whom I have already meet with. My heart says that you have already seen her and she loves you more than you. I was thinking for a long time and following her, where I would have meet her. suddenly a thought comes to my mind. It was in my daily dreams, I was excited, thinking that how a dream could comes true and real in the life. I'm ready now to talk to her. Getting closer to her and I introduced myself. At the first sight I fell in love with her. She sees me like a stranger. I felt very bad that time. But thinking of my dream girl, I need her as my best partner in my life. So, I decided to follow her and impress her, and fell in love. This continues for a month. Then on a special day, she came to me and proposed me infront of my parents. I don't know how this happens, but the thing happened was a precious moment in my life. Thereafter, we were the best couples in this world thinking by ourselves.",memories,test,True,False,False,False,False,False,False,False,False,False
239,I really wish that you had come with it Peter Vietnam is beautiful. The flight from London Heathrow Airport really wasn't that bad with only one stop. I was so excited i didn't want to sleep . The hotel was beautiful and right next to Phu Quoc Island. I went to the beach everyday of my stay. I don't even know where too begin.  What i pictured is nothing like what I thought .Vietnam reminds me of New York.  Bursting with nightlife bars everywhere. People in a rush everywhere to take in all the site. On the recommendation of a friend I signed up for a bike tour.  I found it a fantastic way of getting around and see things that i would of never had access to on foot. I worried that I would see some small signs  of the war that happens years ago. But there wasn't any that i found not any mention of it anywhere. I wondered was it because they didn't want tourists too feel uncomfortable.  I would liek  to go back and learn more of the history. Maybe next time you can go with me.,memories,test,False,False,False,True,False,False,True,False,False,True
240,"Last July, me, my husband, kids, my youngest brother who live with us, and my other brother along with his family who lives in the Philippines met up in Vancouver Canada.  We have a sister who lives in Burnaby and she lives in an apartment along with her family.  It is our tradition to have a vacation together with our families.  It was a very memorable experience because I get to experience it with my siblings.  My sister's apartment's location is just 5 minutes away from the train station and mall.  It is just a 5-minute walk!  I was really impressed because her location is very near to everything that she needed.  I basically go to the mall everyday and I can buy food whenever I wanted.  If I needed some groceries, I will just bring my portable shopping cart and then I will just walk to the grocery stores.  If I wanted to go somewhere, I will just ride the train.  Everything I needed is there.  We also went to some of the tourist spots there including Victoria Island, Capilano Bridge and a lot more.  The Capilano Bridge is really scary because it is long and shaky if people walks really fast.  It was one of the happiest vacations of my life because I get to spend it with my loved ones.  Vancouver is really a beautiful city.",memories,test,True,True,True,True,True,True,True,True,True,True
241,"I can't believe it!  Yesterday I met someone online on my dating site.  She was just awesome and I was initially too scared to write to her.  I didn't think I even had a chance.  I was about to close her profile and move on to the next one but then something inside me told me to write.  I guess I just felt we had stuff in common.  So I wrote the best note from the heart I could.  And I sent it, thinking nothing would come of it.  Well, guess what?  Today she wrote me back and said she loved my profile too and wanted to meet for dinner!  I am still in shock!  I've never gotten such a positive response from someone before!  And the thing is I like her so much too.  So now I'm waiting for her to call me.  She said she would when she got off work tonight and we'd meet.  I'm very nervous of course but excited too.  I've been sitting near the phone for an hour now.  My throat feels dry and my heart is racing.  This could be the start of a wonderful relationship.",memories,test,False,False,False,True,False,False,True,False,False,True
242,"We have always had dogs while I was growing up and when I became an adult, I still have dogs. They add a lot to your life and I've been lucky enough to have some special ones. Recently, we had two older dogs and knew that eventually, it would come time to say goodbye to them. Indy, who we rescued when she was just a few months old, was turning 13 this year. She'd suffered from a tumor that was growing larger every year. She was still a happy dog and wiggled her little stubby tail a million miles an hour whenever you'd notice her. A few months ago, she got sick and despite our best efforts, she passed away. We were able to keep her at home, she suffered from anxiety and hated to be separated from her family. We were all able to say our goodbyes and spend time with her before she passed. We buried her in our backyard, made a nice place for her to rest in peace. She brought so much love and joy into our lives and was a special dog. She was stubborn and had a weakness for chicken and just made you smile when her whole body wiggled with joy. Saying goodbye is never easy. Watching her give a last few wiggles of her tail despite being so weak but letting you know she still heard you talking to her was both heartwarming and heartbreaking. I was there as she breathed her last. I sat with her for a while hating to say goodbye and not really ever ready to let her go, but knowing that it was time. My heart still hurts when I think about her, but I also smile remembering all the wonderful memories I have of times spent with her. We've added a new member to our family so that Indy's passing doesn't leave such a hole in our lives, but she'll never be replaced or forgotten.",memories,test,True,True,True,True,True,True,True,True,True,True
243,"Recently I lost my best friend. I've had them as my best friend for over 14 years. I really don't know what to do now that they are gone, they've been me for all of my childhood and the beginning of my early adulthood. I lost my childhood dog last month. They died of old age. I should be grateful for that. Grateful they died at least of old age versus an accident or disease. But all I really feel is this sadness that they are gone. This sadness that its so unfair. why do dogs live for such a short time? Why can't they live just as long as us? Why are they so special and loving? Why can they even be best friends? It's a little cruel right. So sad to have them for just such a little short piece of time.",memories,test,True,False,False,False,True,True,True,True,True,True
244,"I know I haven't updated in a while but life has been crazy. I was getting frustrated at everything back home. I did not feel happy doing anything I felt like I was stuck in this never ending cycle and had no way out. So, 8 weeks ago I left home for good. I actually moved across the world for a complete do over in my life. I made the change from living in the United States to inhabiting a Muslim country. So far I feel so welcomed. No one here knows me but I feel like I was born here. I finally feel as if I have found my place in the world... Like I have found my home. I know that home is not always a place with 4 walls, a roof, windows, and a door. Here home is a community filled with people who accept me as their own. It really makes me question if I had really been homeless every second I spent away from here. This is probably one of the best decisions I have made. Everyday is filled with something new and exciting. I have made friends that feel more like family. I don't know where this journey will take me but I am sure it's somewhere great",memories,test,False,False,False,True,False,False,True,False,False,True
245,"One month ago, I went to visit my niece. I love her so much, but her lack of faith concerns me. I really want her to understand the power of the gospel, to turn her heart over to the Lord. I am rarely able to do so because she shut downs as soon as I bring it up. God tells us we only need faith the size of a mustard seed to move mountains, so I clung to that. I have prayed for her constantly and tried to witness to her at any chance I got. During our last visit, we had a break through! This time, she was the one who brought it up first. She said it had been on her mind a lot since our previous visit. She wanted to know why I have been so persistent in trying to lead her to the Lord. This just opened the door wide open! Or I should say, God opened the door! A door my niece had locked up so tight for so long. I pulled out my bible and began to show her verses. I shared my personal testimony with her again. I shared things God has done for me, prayers I know He answered. That day was so special to me, my niece finally came to Christ!",memories,test,False,False,False,True,False,False,True,False,False,True
246,"I manage a sober living which involves taking in newcomers into my house. Some of them have months of recovery already, some have a few days, but it's always unique. Each person comes in with their own personalities, pasts, goals, strengths & weaknesses. A couple months ago someone who has worked with our house before had recommended a new guy to me. He explained to me that he was struggling in another house with other guys harassing him and making it hard for him to sleep. I took this new guy in without fully vetting him personally, because I trusted the person who was vouching for him. This turned out to be a mistake on my part, and a lesson learned. As it turned out, the problems he was having in his last sober living was related to the manic episode he was going through that our mutual friend was unaware of when he brought him to my sober living. For the next 3 weeks the entire house was on edge. He was abrasive, intense, and was always trying to do things his own way instead of following the rules. Most of these rules were little things that we give warnings about, we give people a chance to correct them, and because he didn't break any major rules I couldn't just kick him out. I COULD have, but I wouldn't feel right doing it, for something so small. As time went on it became clear to me that this was not going to change. We went to great lengths to give him a real opportunity to make it work at our house. He got on the right medication and was taking it, we were giving him plenty of 'growing room'. When it became apparent to me that this was going to be an issue, I decided I would give him advanced notice that we would not be accepting his next months fees and he should start looking for a new place to live. After hearing this, he tried to turn a new leaf - apologize to people in the house, apologize to me, but by then the damage had already been done and the people were incredibly uncomfortable living with him. A week went by and I reminded him that his time at our house was coming to an end. I made it very clear, but it was obvious to me he was not fully comprehending it, he was in deniable about the situation. On the last day I figured he would try to leave the house early to go to work and get home late, putting us in the uncomfortable position of having an argument and having to kick him out on the street in the middle of the night. I decided I would have to talk with him before he left. I heard him stirring around 3 in the morning, I told him that today was the day, he attempted a rebuttal and I reiterated that today was the day. He finally accepted the fact, and took out all his frustration about the situation out on me. He became very bitter, insulting me, calling me a 'F-ing coward' and left the house in a storm of anger.",memories,test,True,True,True,True,True,True,True,True,True,True
247,"I often thought I knew what happiness was. I often thought I knew what love was. I had no idea what either were until I looked into my daughter's eyes for the very first time. Three months ago, I stood anxiously holding my wife's hand as she delivered our first child. When it was nearly time, the doctor told me to look and there she was, my wife was delivering a perfect, beautiful baby girl. As I nervously cut the umbilical cord, my daughter opened her eyes to look at me. In that instance, I knew what happiness and love was. A few moments later, as I sat with my wife and daughter, my heart nearly exploded for both of them. I couldn't believe that my wife had just gone through the most painful event ever to give me this perfect baby. Over the course of the last few months, my love and happiness has grown each day even through sleep deprivation. My wife and I are truly a team when it comes to this child-rearing business but I am not arrogant enough to think we have it all figured out. I know we have nothing figured out but we are finding our way. At night, when it is my time to get up with our daughter, I can't help but smile when I look at her. It's totally hard to believe that we created this perfect, little human. I am sure there are trials and tribulations to come but. for right now, I am simply enjoying these moments.",memories,test,False,True,True,False,True,True,False,True,True,False
248,"It may have only been three weeks ago, but without my little sidekick by my side, it feels like an eternity. I feel like she was just born. I can remember her soft baby skin, her fuzzy hair, and that sweet half-grin all newborns make even though they have yet to grasp the true concept of ""smiling."" But she's growing up and already in Pre-K. It's a big adjustment for me. Prior to these past few weeks she would follow me around the house everywhere. Now the house is just... empty. And quiet. And being alone---even if for only a few hours a day---makes me incredibly anxious. That first day of Pre-K was rougher on me than her, it seems. She was excited! She effused confidence with every step she took towards her teacher's doorway. I was really surprised to find that *I* was the nervous one needing to hold back tears. I know she'll do great though. She has a spark in her that I truly believe will burst into a blazing flame of success in due time. Hopefully in the meantime I'll learn how to extinguish my nervousness.",memories,test,False,False,False,True,False,False,True,True,True,False
249,"I went to my Mother-in-laws birthday part with my wife and kids. This is her 75th Birthday, my wife really was looking forward to her party. We all had the day off for this great event. We knew we would see my wife's sister and her family too. We stop to get some wine for the party. I went inside to get the wine but forgot my wallet in the car. I had to go back to the car. My wife and kids were getting uneasy waiting. I had to calm them down a bit, then went to get the wine. Once back in the store the chip reader was broken. This meant I had to get cash. Luckily there was a ATM outside the store. I got the cash and got the wine. I returned to the car and everybody was yelling. Lets go! So we went on our way and arrived at my sister-in-laws house.",memories,test,True,False,False,False,False,False,False,True,True,True
250,"Dear Diary, We found out 2 months ago that it was a ""buy one get one free"" special kind of pregnancy and ever since then, we have had to begin preparing for two of everything.  Last night, the little ones were at it again.  My stomach feels like it is a boxing arena. I wonder if these two will grow up to be professional wrestlers?   I think we will need to go house shopping soon.  This house is not going to be big enough for us all. My wardrobe is no longer sufficient.  I am going shopping tomorrow. My expanded waist line is making it very difficult to fit my current clothes. I really wish I could reach my own feet.  I have to rely on my husband to tie my shoes and even put on my socks.  Only a few more months and this will be over. I cannot wait to hold my precious babies.  After my shopping trip tomorrow, I have a check up with my doctor.  Will write again tomorrow to let you know how it goes, wish me luck!",memories,test,False,False,False,True,False,False,True,False,False,True
251,"Recently, my son had a birthday.  We celebrated and I was in charge of doing the party.  I was excited, as the party theme was to be Avengers.  So I went to the party store and grabbed a bunch of supplies.  I got streamers, balloons, favors, a few prize toys for some of the games.  Once, I got home, I started working on preparing the food, just little snacks, to go with the pizza I was ordering.  I also, went about decorating for the party.  I put up the streamers.  I blew up a ton of balloons, and hung them around the streamers.  I put out the plates, cups, and utensils for the food.  Then I made sure to designate a place for the presents that his friends would be bringing for him.  All in all, everything was going great.  All that was needed was the cake and the guests.  This was going to be great.  And I know my son will love all the games I have planned.",memories,test,True,False,False,False,True,True,True,True,True,True
252,"My story is about experiencing God's unfailing love and finding freedom from my past mistakes, hurts, and pains.  Several months ago my brother passed away.  Since that time I have been searching my soul.  I have felt the need to get my life in order.  I had two or three unresolved issues in my life and I have felt the need to resolve those issues.  Resolving those issues has been a struggle for me, but while on this journey, I have felt and experienced God's amazing love and grace through it all.  I started by taking an intense Bible study that lasted ten weeks.  I have spent time in prayer, pouring my heart out to God.  I have learned that my past mistakes, hurts, and pain does not define who I am, but my life in Christ defines who I am.  While studying the Bible, I have found so many verses about God's unfailing love, His truths and promises, forgiveness, and strongholds that Satan has reminded me of for too many years.  I started writing these verses in a small notebook and when I am having a bad day, I can quickly find what I want. I have learned to forgive and let certain people know that I have forgiven them, and I have learned to ask for forgiveness for things I have done. I am on my way to freedom! Sometimes freedom it is not an instantaneous thing, but a work in progress.  To find it, I must study God's word and apply His truths to my life every day.  God's love and grace is so amazing.  I am glad he did not give up on me! Recently I have been able to share my story with a couple of good friends.  One of them gave me a small card the other day.  One side of the card said something about faith is like a tiny mustard seed that can move mountains.  The other side said ""I have been assigned this mountain to show others it can be done.""",memories,test,True,True,True,True,True,True,True,True,True,True
253,"Last weekend, I attended my nephew's birthday party.  He turned 3 years old.  It was a lovely event with several kids who came to play at the party, and then a small handful of adults.  It was laid back.  They decided to try to get the birthday cake last minute, and it took several hours for them to find a place that could bake a cake last minute.  While we were served dinner, it was quite late by the time we were able to eat because we had to wait until the cake arrived before we could eat.  But, eventually it did arrive and we ate dinner together.  Next, my nephew decided it was time to start opening presents.  He started without telling anyone, and his parents were out of the room when he started.  They were surprised to find that he opened almost all of his presents before they were able to watch him.  We all laughed at his eagerness to open the gifts!  I think he wanted to open the gifts because he was most excited about eating the cake, and wanted to be able to do that as soon as possible.  He blew out his candle and immediately started picking off the cake decorations and icing and eating it.  The cake was quickly pulled away, so he wouldn't eat all of the toppings.  At the end, we were each served a slice of cake.  It was a very enjoyable afternoon/evening.",memories,test,True,True,True,True,True,True,True,True,True,True
254,"May 23rd,2019  Tonight was the night I feared for my life. I felt abnormal a way I have never felt before. I looked in the mirror and begin to cry, because I knew something was not right. What is this feeling I am describing? Well, let me tell you a little about myself. I love to exercise so, I work out about 5 to 6 days out of a week. My training sessions are normally 30 minutes to 1 hour long. I suffer from Insomnia, so I don't get adequate amount of rest. Rest is very important when you train, because your muscles need recovery time. Fast forward, today my body had enough. My muscles became extremely inflamed, so my blood was not circulating properly. I lost quite a bit of sensation which scared me. I could still walk, but overall I felt horrible. It was hard for me to explain the way I felt to anyone who tried to help me. Hopefully, I will feel myself soon the only thing that seems to help is rest.",memories,test,True,False,False,False,False,False,False,True,True,True
255,"About 2 months ago I got a call from aunt jane. ""Lucinda joined a cult"". Those were the first things I heard out of her mouth.  I didnt quite understand, but Jane told me that Lucy's boyfriend garret got her involved with his ""church"". The church promotes well being through their lord of opportunity which only the worthy are saved. In order to prove worthiness you are to let your body deteriorate. You only eat when you are allotted food, which is about twice a week in meager portions. Bathing, cleaning, grooming are all strictly prohibited. Any contact with family or attempts to break free are temptations that the lord does not look kindly on. Jane went over to lucys house and said she had lost significant weight, looked unkempt, and the house was a mess. She was informed by garret that Lucy couldnt speak to family on grounds of initiation. She called the police bu they informed her that they cannot do anything as she is doing this of her own free will. I never knew such cults existed and don't know what to do now. Lucy was always so normal and has become something else because of garret. I can only hope that she will come to her senses and take care of herself. She has lost her way and hopefully finds it again before it kills her.",memories,test,False,False,False,True,False,False,True,False,False,True
256,"in my life the most memorable event is my marriage. i am so eagerly waiting for that day. we are known each other from childhood. but i never thought that he going to my husband in future. we were studied in same class at our childhood. we both have crush on each other. at last that crush went became love. we approach our parents. they accept our love. so finally we got married. it's been two years now. i love him a lot. this was my most memorable day in my life. but still we got some struggle in our marriage. even this struggles make our marriage so special. when we approach our parents, at first they are not understand our relationship. we need to explain a lot about our relationship. some struggles we have met to make our parents understand. finally they understood us. first we did our education and college graduate. he went abroad for work often after his studies. i startup my own business here. so we both got settled in career and life. our financial status became good.",memories,test,True,False,False,False,False,False,False,False,False,False
257,"Four months ago, I was saddened and astonished to learn that my friend died in a car crash. We had been quite close and known each other for years",memories,test,False,False,False,True,False,False,True,True,True,False
258,"On June 20th of this year, I woke up and had a hard time getting out of bed, but I forced myself to. I hadn't eaten in about six days--I just had *no* appetite at all. As a result, I was very, VERY  dizzy and felt like ... garbage. I called my best friend in New Mexico and  she told me I  should call 911.  So I did. Then I  sat outside my place on the  stoop and waited for the fire department to arrive. They arrived about 15 minutes later (although it felt like much longer).  They immediately started checking my pulse,  my blood pressure, and all that stuff. They also hooked me  up to a drip-bag of saline solution. About half an hour after that an ambulance arrived. The ambulance took me to the nearest hospital--fifty miles away because I live in the middle of the Mojave desert--and the hospital admitted me  after checking me out. I was in the hospital three days. I felt better but was worried that what just happed to me would happen again. The last two days at the hospital, the doctor's gave me 20 millimeters of a medicine that give me my appetite back. The medicine worked: on the hour drive back home, I stopped at an AM/PM and bought--and devoured--two cheeseburgers. And that night at about 10pm, at home, I ate an entire can of chili. So I'm much happier now. I'm still taking the medicine every day, and I'm happy to tell you ... I'm eating regularly now.",memories,test,True,True,True,True,True,True,True,True,True,True
259,"A few weeks ago I attended my best friends daughters Birthday party.  We arrived at the party around 3pm.  It was at a park close to my friends house.  The gazebo  was decorated in a princess theme.  Her daughter loves princesses.  There was a beautiful cake at the center of the table.  The cake looked like a princess, with its mane part made to look like a dress.  All the children were dressed up as princesses.  The games were princess themed. Part of the fun included  a dress up contest.  After cake, we all sat down to watch the birthday girl open her presents.  Most of the presents were princess themed as well. Her daughter has the biggest smile on her face the whole time. She then began to tear into her presents as the other children scurred over to enjoy the fun.  all in all it was a great day.",memories,test,True,True,True,True,True,True,True,True,True,True
260,"The event that comes to my mind when I think of something recent was three months ago. I got my husband back from a long deployment. This event was so memorable because of our son and how excited he was. It was also very emotional because we had been apart for so long. I felt like a huge weight was lifted off my shoulders and I had my family back together. The feelings I felt that whole day up until seeing him is just something I could never forget. He was supposed to come home a few days before but it got changed and it was so frustrating. His new time was going to be two in the morning and I remember being so exhausted. I woke my son up literally as I was walking out the door. He was such a trooper, while we waited for daddy he played with a little American flag and just crawled around. The second we seen him I started crying, and my son could not stop starring at him. I was so nervous about how our son was going to react to him. He was so young when he left and now almost a year old and had established fears. He was very nervous around men since he was not around many with his father being gone. But he went to his daddy like he knew exactly who he was and nothing made me happier than that moment.  We have been through deployments before but this was our first one with a child. This was a whole different experience that you could only understand if you have been through it. I am so thankful for my husband and everything he does for our family. Often when I think about him being gone and when he comes home I just think about myself and how I struggled and how I felt. I forget to think about him and how he is struggling. Seeing his face when he picked up our son just put me completely his shoes and made me realize how much he is sacrificing. He missed six months of his child's life, I could not imagine. This was for sure an evening I will never forget and always cherish.",memories,test,True,True,True,True,True,True,True,True,True,True
261,"There was a young kitten in my neighbors yard that I rescued. My initial plan was to just  the kitten in my yard. But, My plans changed from that to talking it to a shelter to keeping it and taking care of it myself. Now, she has a name and a home for life. Because, we're cat folks Sophie and in our home. we already have a dog his name is  Simon and now, Simon started loving Sophie. we are allowed to pick up Sophie to our friends  are not. He stands there and barks until they put Sophie down follows. Sophie around the house and if the other animals get too rough. He gets between them and pushes them away. Sophie chews his face, his ears, his tail, his paws and he just has this big goofy grin. If you tell him where's Sophie? He runs and finds her. which is good smile because there's a lot of places for kitten to hide. In our house at times we keep joking that they match really. she's a nice cat. I really can't figure out. why someone would abandon this kitten. ""she is very well behaved"".",memories,test,False,True,True,False,True,True,False,True,True,False
262,"Three months ago my youngest son learned he was going to his first choice university. He had been wanted to get into Princeton for a long time. I had told him I would cover the cost if he could get in. He has been working very hard to keep his grades up. He has studied extra after school and on the weekends. He has a good work ethic. When I helped him put in the application Princeton I was not expecting he would be accepted to go to go Princeton. Getting into Princeton is not easy. Princeton is a highly selective university. He did well on the SAT. I read his essay and thought it was well done. I planned a nice day for his birthday.  I made a cake. On his birthday, I went to get the mail and notice Princeton University on one envelope. I took it to my son. I watch as he opened it. It read he was accepted to both our surprises.",memories,test,False,False,False,True,False,False,True,True,True,False
263,"4 months ago my dad was put in assisted living facility. He had been dealing with Parkinson's and not doing to hot. On top of that, he has other chronic mental issues. This is taking a huge toll on my family. He is dying alone while everyone else goes on with their day. This does not feel good to me and I can't do much about it being miles and miles away. I can only see him so much and no one else is doing their part. This hurts really bad. My brother and him were really close, but when push comes to shove, he is lacking the skills to see him. My dad can't really do much on his own. His mind is going and needs people he knows to be around him. The thought that I will get that call soon hurts really bad. The thought of my dad being alone scares me and hurts me. I wish I could pick up and move closer, but I have my life here. This is sad and hurts me and affects my family. I wish there would be people in there that would visit him and make him more comfortable. This really sucks. Please help and think about my father.",memories,test,False,True,True,False,True,True,False,True,True,False
